pumin5_8d,pumin5_8d_BoxCox
0.16576,-0.010610962141568888
0.365004,0.8143256439851602
0.1335191,-0.20927948110355715
0.05248404,-0.9521620875266309
0.01479218,-1.715881251915895
0.3950933,0.9065963422557075
0.09926691,-0.46443925142033793
0.06876389,-0.75498617838056
0.02576278,-1.4112205171144794
0.03322885,-1.2564742595693916
0.0127729,-1.7895558106117666
0.08874889,-0.5559613426694036
0.1608366,-0.038963723912980766
0.1001625,-0.45698670320037227
0.1415271,-0.15684764001323404
0.1395206,-0.16977287480650022
0.6039383,1.4337364971150928
0.3620947,0.8051067168443605
0.1130099,-0.35518584617081117
0.00438398,-2.2509805428800473
0.6009841,1.4273154424578498
0.6252013,1.479273934637542
0.1826446,0.082086882305564
0.08050097,-0.6335767130551679
0.2847166,0.5367002165761213
0.1838168,0.08828102997635412
0.9642057,2.0845813739624375
0.1551031,-0.07281014208379759
0.1371982,-0.18490742642615351
0.03954283,-1.1447935867866341
0.01840195,-1.6010696544309055
0.05414203,-0.9301455573131822
0.3273439,0.6904672359839706
0.1345453,-0.20243156297833412
0.3887837,0.8876935281575352
0.2021876,0.18170969314462204
0.04792167,-1.0155509322346066
0.1306597,-0.22856999824518023
0.1079844,-0.3939241552679662
0.05960158,-0.8610303669461044
0.05016753,-0.9838095856181226
0.009329905,-1.9383001001321494
0.3717475,0.8354853082071705
0.05693037,-0.8942279668395875
0.05486905,-0.9206499132541138
0.2661049,0.4641261782800458
0.7880369,1.794400365674015
0.04640056,-1.0376855213145735
0.1995129,0.1685120006247684
0.05164015,-0.9635680592750433
0.1969576,0.15577953782106935
0.04821137,-1.01139496684385
0.386287,0.8801504618847786
0.187819,0.10920980640691219
0.1372519,-0.18455532435063887
0.1367726,-0.18770166001332758
0.2141669,0.2392688483896853
0.2934664,0.5696000107783702
0.9548111,2.070153793541364
0.09378025,-0.5112257655222474
0.1340578,-0.20567981240415725
0.2778523,0.5103576803320831
0.008199068,-1.996126883471009
0.5862914,1.3950257220234934
0.3169451,0.6544018019346753
0.04969379,-0.9904154819607205
0.07601848,-0.6782781713036251
0.2955807,0.5774398513202227
0.1191034,-0.30990306843278814
0.06336888,-0.8160486085182712
0.08985868,-0.545934130526772
0.3598352,0.7979086464243618
0.2886709,0.5516607534915641
0.1588465,-0.05060826669292208
0.2821698,0.5269824625996565
0.05907892,-0.8674372739366052
0.3447933,0.7491096128350586
0.1351752,-0.19824747371125734
0.1109307,-0.37105391816364974
0.6045354,1.4350314652019938
0.7680756,1.7585524612707248
0.3091715,0.6268599015794092
0.4375508,1.0282584849999108
0.09905933,-0.4661737631427898
0.0935634,-0.5131164398274582
0.06416085,-0.8068477184257405
0.005136728,-2.1902517508390673
0.2040979,0.19105607833315172
0.2685875,0.4740214870537548
0.9029917,1.988610771412223
0.2337105,0.32821617461203606
0.1111498,-0.3693713765495691
0.05789422,-0.8821178227242042
0.6189527,1.4660132653739342
0.0213464,-1.519316723847752
0.0728985,-0.7105673678754173
0.4412792,1.038514557172643
0.04281183,-1.0921399197663062
0.1864002,0.10182887397509714
0.1466385,-0.12452870124490859
0.3875112,0.8838535649173974
0.1651247,-0.014233891873855284
0.2318194,0.31985755575018315
0.1011249,-0.44903343558992853
0.2373409,0.34412201767187484
0.4548122,1.075206245535641
0.1574509,-0.05883936617150396
0.07926233,-0.6457393222273538
0.4087479,0.9467451638118102
0.4268763,0.9985298473234804
0.4968732,1.184276319059163
0.4641079,1.0999399748005165
0.02998131,-1.3202159506476718
0.006366067,-2.10402969480971
0.1096195,-0.38117523181665064
0.04289822,-1.090789762454619
0.09918946,-0.46508609676422147
0.1063536,-0.406783880154395
0.04171228,-1.1095046463141824
0.1054729,-0.4137899685366233
0.226047,0.2940248323604871
0.08751889,-0.5671846210294504
0.1888617,0.11460769231937615
0.2452362,0.37809666748809456
0.2715113,0.4855882018391917
0.07184832,-0.7216677781573891
0.1554544,-0.07070970586194684
0.1061854,-0.40811857997891104
0.2968931,0.582285209986459
0.06203817,-0.8317035692012902
0.1141133,-0.34685324012359
0.7799494,1.7799588655052567
0.5406808,1.2907784167879384
0.5464022,1.30420699889019
0.3480878,0.759931591175096
0.1749488,0.040666262922626546
0.1420147,-0.15372735219190442
0.7277184,1.6838966766861672
0.5093466,1.2152918752737856
0.298119,0.5867967932468984
0.1360796,-0.19226539937051207
0.5005324,1.1934347168737784
0.2431106,0.3690311620032074
0.1015389,-0.4456295130077896
0.7041024,1.6387657879970265
0.06443925,-0.803633480518612
0.2197139,0.2651100902046344
0.153602,-0.08182548531495842
0.01109295,-1.8578027874690566
0.2032938,0.18712990823276066
0.340059,0.7334221327501645
0.1482194,-0.11470323739094455
0.03777004,-1.1747195855282977
0.1620423,-0.031961109147532925
0.1933109,0.13739361510799236
0.03304177,-1.2600168635650197
0.4980595,1.1872509383763126
0.2220664,0.27592253118257587
0.05139089,-0.9669636418052725
0.0275433,-1.3715463405555282
0.139544,-0.16962134238364796
0.03063112,-1.3070631250290352
0.1775416,0.054770581543782615
0.09907602,-0.4660342034202607
0.08520401,-0.5886303339697118
0.04130604,-1.1160066670742692
0.4777095,1.1354728033065726
0.2568622,0.42666891833208925
0.1348842,-0.20017861878662144
0.05166063,-0.9632896115842241
0.3484743,0.7611961734490914
0.2466257,0.3839911167534573
0.07678038,-0.6705438314742919
0.1236149,-0.2774785354366213
0.6788203,1.5891808682011728
0.683556,1.5985725242152269
0.07810181,-0.6572642488020457
0.05988383,-0.8575878910774376
0.6678164,1.5671680134989294
0.06974925,-0.7442230457855088
0.01757717,-1.6257107531484514
0.2897669,0.555780225225333
0.6196525,1.467503323331748
0.1550102,-0.07336618831900087
0.01621313,-1.6684273503657512
0.7704738,1.762895805425885
0.0003045052,-2.978504437106058
0.1889793,0.11521509125149829
0.1712631,0.020345773674975785
0.08955754,-0.5486458218479433
0.1929451,0.13553508003066672
0.06504741,-0.7966479178098074
0.141416,-0.15755972182269423
0.01453424,-1.7248568684255547
0.4071372,0.94206176527232
0.7500791,1.7256320418449493
0.3383744,0.7278007566575028
0.003781971,-2.305432469731826
0.2188424,0.2610826106316059
0.4126263,0.9579660554452167
0.3188301,0.66100428544221
0.4001989,0.9217278774298437
0.3168051,0.6539102637805623
0.1214093,-0.29321799130334236
0.05980729,-0.8585202161559418
0.06845106,-0.7584273004701209
0.2071677,0.20593962242214398
0.8713552,1.9370953242686877
0.09560316,-0.49545978090398446
0.254726,0.41786893656344426
0.1014278,-0.4465419627192998
0.2332358,0.32612277039781046
0.1588205,-0.0507611175539287
0.1663422,-0.007299935165016734
0.8462676,1.8952420050724346
0.8601272,1.9184765090794322
0.4026316,0.9288870663403548
0.8669547,1.9298196593636336
0.01461952,-1.721876292603553
0.3624473,0.8062269655971522
0.1430797,-0.1469398252881451
0.8398578,1.88440034850388
0.06090308,-0.8452564927532725
0.2925881,0.5663308713429465
0.8404439,1.8853942492397033
0.04392155,-1.074948860277128
0.0668843,-0.7758404380653966
