id2,target_file,y_pred,reliability_score,decision_score,entropy
AC-137-138,target_1.fasta,1,0.6801282683595613,2.0948921043862225,0.9042419161046982
AC-210-211,target_1.fasta,1,0.6587734145358385,1.817003044158302,0.9259876294354246
GC-267-268,target_1.fasta,1,0.6575024858791182,1.8007411743538555,0.927188626950148
AC-57-58,target_1.fasta,1,0.6542927477527578,1.7597995530946495,0.9301757265341312
AC-194-195,target_1.fasta,1,0.6404068656323195,1.5453726596900914,0.9423449419012652
GC-98-99,target_1.fasta,1,0.6355776741684908,1.4901522062078143,0.9462929300004606
AC-44-45,target_2.fasta,1,0.6212561281423636,1.325706060743317,0.957150025045868
GC-117-118,target_2.fasta,1,0.6115166815232174,1.2133752580280102,0.9638138024652202
GC-141-142,target_2.fasta,1,0.6084297410381894,1.1777031300243022,0.9658054189596292
AC-192-193,target_1.fasta,1,0.6024651446486712,1.1086998305337552,0.969490299744659
AC-13-14,target_2.fasta,1,0.5687399557473262,0.7175435703004059,0.9863227313626683
AC-9-10,target_2.fasta,1,0.5660429579699235,0.68625287457945,0.987378021419782
AC-164-165,target_2.fasta,1,0.5648898074324119,0.6728757169624576,0.9878161882234396
AC-11-12,target_2.fasta,1,0.5644531042075792,0.667810033590719,0.9879800860485326
GC-126-127,target_1.fasta,1,0.5625072078542105,0.6452401743732016,0.9886967947839396
AC-30-31,target_2.fasta,1,0.5618923288083143,0.638109176437245,0.9889186494080526
GC-174-175,target_2.fasta,1,0.5481510318773255,0.478872916663759,0.9932997810785632
AC-150-151,target_1.fasta,1,0.5432127628446813,0.421718485619701,0.9946052597637054
GC-33-34,target_1.fasta,1,0.5349502585645187,0.3261852338237513,0.9964725608097428
AC-16-17,target_2.fasta,1,0.5292586464135585,0.2604473041961151,0.9975284971125048
GC-170-171,target_2.fasta,1,0.5253574647444934,0.2154204818573052,0.9981438951096884
GC-177-178,target_1.fasta,1,0.5218346709363237,0.1747816686767017,0.9986239444873056
AC-197-198,target_2.fasta,1,0.5193804444414847,0.146480582943682,0.99891597125428
GC-207-208,target_2.fasta,1,0.51728694079106,0.1223456490035743,0.999137563002462
AC-26-27,target_2.fasta,0,0.5064237400705144,-0.0028148331087129,0.9998809327285894
AC-39-40,target_2.fasta,0,0.5061517758512919,-0.0059470654069972,0.9998908015439144
GC-252-253,target_1.fasta,0,0.5,-0.0980751936519036,1.0
GC-147-148,target_2.fasta,0,0.5,-0.1213214589081977,1.0
GC-120-121,target_1.fasta,0,0.4943360220922435,-0.1420158876642855,0.999907432843164
GC-29-30,target_1.fasta,0,0.4798009493635558,-0.309530753742041,0.9988224356746594
GC-102-103,target_2.fasta,0,0.4719566397178864,-0.4001122349421583,0.9977296513280614
AC-159-160,target_1.fasta,0,0.4717442084499959,-0.4025678495868859,0.997695106398481
AC-110-111,target_2.fasta,0,0.4627792992998305,-0.5063568701506448,0.9959989365500512
GC-132-133,target_2.fasta,0,0.4616752164788565,-0.5191634738139533,0.9957578110644942
AC-212-213,target_1.fasta,0,0.4519722234497159,-0.6319971979261781,0.9933340921399793
GC-47-48,target_1.fasta,0,0.4409790085255822,-0.760596754143294,0.9899253356166652
GC-240-241,target_1.fasta,0,0.3935768846267396,-1.3303411756791776,0.96706908653707
AC-66-67,target_2.fasta,0,0.3712503968135701,-1.611488142472585,0.9516273444529252
AC-106-107,target_1.fasta,0,0.332400103370536,-2.128624630041098,0.917359775713812
AC-78-79,target_1.fasta,0,0.3003371980875319,-2.5114014914532383,0.8817026971340193
