id2,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
AU-204-205,-0.2931306645288638,-0.423442992213331,-0.18482185040185153,-1.1442554752048057,0.24191332214054012,0.3614594643266327,2.0081290234845492,-1.9509920644369052,0.6351858216469602,-0.11493028514473558,-0.8867303467501062,-0.3866993026541256,-0.3245562885017825
AU-243-244,-1.9968783108168384,-0.4119371702011442,-0.18186399084645194,-1.1694490729614984,1.4020750994483417,-0.9756383557451751,-0.7642278461512596,0.605286138317366,-0.36785544105815277,-0.8319739236530876,-0.5444673105907227,-0.2516566835306745,0.5558932611784634
AU-384-385,-0.8304456908542318,0.09900882119471179,0.9094520002336723,0.8271435492563157,-0.14480727029539375,-1.2372444509766158,0.42360126234355955,-0.6728529630597696,-1.5455333521806733,0.2709445407039112,-0.6408109132216563,0.26155434725964305,-0.46702725819866586
GU-113-114,0.7463984065026252,-0.4414851666972316,-0.18482198054256957,-1.7866922180004432,-1.6916896400391292,-1.2546848573253782,0.6888226472555706,-0.6728529630597696,-1.3126844876241295,-1.2843245312425837,2.8284828961302964,-1.0511761080144433,-0.8251172487896583
GU-161-162,-0.4389347420241904,-0.43582023948890625,-0.18454322685291866,-0.45353100337551,1.015354507012408,-0.23732782031422003,1.3076725453835967,-1.3119225137483375,0.6172743705272261,-0.7876641852010405,-0.70735047497519,-0.7541122139763329,-0.9916757457261326
GU-219-220,-0.7008420664139421,-0.4363716939950244,-0.18481312716683532,-1.0959677461711474,1.015354507012408,-0.2489547578800621,-1.0453171771691177,0.605286138317366,0.8411675095239031,0.703204183417044,-0.4365807511997884,-0.7337628863993191,0.6888564150761658
GU-294-295,-0.08252477481339386,-0.44068957695716715,-0.14147216232105103,0.20780093773764546,-1.3049690476031954,0.896298592355356,2.0081290234845492,-1.9509920644369052,0.003807169676331061,-0.19095164740043125,-0.1582035172539796,1.4526743322863895,-0.6183860206259522
GU-315-316,-2.193983822986446,-0.4412723311887977,-0.18181328860281207,-1.9168591397433496,1.4020750994483417,-1.161669356798644,-0.5330092028946346,0.605286138317366,0.24561175979274225,-1.0794253757041852,-0.7814506175875192,-0.7946042425044879,-0.7531773830905057
GU-424-425,1.8156283081350149,-0.1899007477069864,-0.18482111807866158,1.05388592906654,-1.3049690476031954,1.006754499230853,-1.6120295380922183,0.605286138317366,-0.9813226419090474,0.4304647282092774,2.198378947875079,-0.7767831257788584,-0.9431971976658542
GU-501-502,-0.40113368489577245,-0.44130247589235044,-0.18481946334411653,-1.4150866510892408,-0.14480727029539375,1.3962569076865536,1.7361070902414608,-0.6728529630597696,0.34412474095128043,1.8906549822400782,1.2665980860386052,-0.9815969124336023,-0.9102049973015712
