id2,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
AU-204-205,-0.2931306645288638,-0.423442992213331,-0.18482185040185153,-1.1442554752048057,0.24191332214054012,0.3614594643266327,2.0081290234845492,-1.9509920644369052,0.6351858216469602,-0.11493028514473558,-0.8867303467501062,-0.3866993026541256,-0.3245562885017825,0
AU-243-244,-1.9968783108168384,-0.4119371702011442,-0.18186399084645194,-1.1694490729614984,1.4020750994483417,-0.9756383557451751,-0.7642278461512596,0.605286138317366,-0.36785544105815277,-0.8319739236530876,-0.5444673105907227,-0.2516566835306745,0.5558932611784634,1
GU-424-425,1.8156283081350149,-0.1899007477069864,-0.18482111807866158,1.05388592906654,-1.3049690476031954,1.006754499230853,-1.6120295380922183,0.605286138317366,-0.9813226419090474,0.4304647282092774,2.198378947875079,-0.7767831257788584,-0.9431971976658542,0
GU-501-502,-0.40113368489577245,-0.44130247589235044,-0.18481946334411653,-1.4150866510892408,-0.14480727029539375,1.3962569076865536,1.7361070902414608,-0.6728529630597696,0.34412474095128043,1.8906549822400782,1.2665980860386052,-0.9815969124336023,-0.9102049973015712,0
AU-1323-1324,1.615822720456235,-0.3999683122116985,-0.18482006275131485,0.7746568872632081,-1.6916896400391292,0.5184231214654973,0.7590949800100353,-1.3119225137483375,-1.9306295512549583,-1.2505711313972045,-0.39166588545757536,0.3849045982256185,-0.34631255374889514,0
AU-1472-1473,-1.5000644171290616,-0.41859075865721007,-0.134308822284345,-0.46402833577413166,0.628633914576474,-1.1907367007132486,-0.700756061727872,-0.6728529630597696,0.10679801361480268,0.228771429600265,-0.35539428253411265,0.28062476432098704,-0.6144284519553868,1
AU-211-212,-1.9887780842893201,-0.39310392083475587,-0.18471615836174454,-1.5137615756362828,-0.14480727029539375,-0.30708944570927094,0.29212399460940014,-0.6728529630597696,0.8814682745433049,1.2282089135573058,-1.0035265289821713,-0.24315181471616187,-0.440506921463778,0
AU-504-505,-0.26612990943713744,3.0035375210189263,-0.18313361458213567,0.694877161033684,0.628633914576474,-1.4639697335105308,0.3147924890463243,0.605286138317366,-0.40367834329762114,1.261279743030119,-0.995199987332535,0.5833933668029824,1.5986778508198047,1
GU-1136-1137,0.8301007472869791,-0.4400730143653731,-0.18223995757211825,0.6381915660811279,-0.14480727029539375,0.6753867786043615,-0.01616752973276649,-0.0337834123712018,0.6530972727666945,-0.5992475049868666,-0.09748319014028013,-0.9958791184352871,-0.3716486115127008,1
GU-1216-1217,-1.065352260152257,-0.3992564671561985,-0.18014195746339665,-0.34435874642984626,0.628633914576474,0.5591174029459436,-0.6554190728540241,0.605286138317366,0.07097511137533433,-1.225843370102877,-0.740090802252674,-0.5441433766449482,-0.4507694941594547,1
GU-1363-1364,-0.7899445582166407,-0.4093148594756082,-0.17206787987360303,-0.039936106869822345,0.628633914576474,-0.0396698816949094,0.056371652465390464,0.605286138317366,-0.4708462849966244,0.10142631473183408,1.9801774956386313,-0.9211390274978721,-0.8823038266380125,1
GU-1439-1440,-0.9411487867303125,-0.44033798462043944,-0.12982967460818254,-0.3863480760243322,0.628633914576474,-0.6035763536382374,-0.7188908572774113,0.605286138317366,0.7471323911452987,-0.882559455396991,-0.47596043901650326,-0.7513972741962015,-0.9757243475864181,1
GU-1622-1623,-0.8007448602533322,-0.39227429093120775,-0.15599002461338876,0.10492708023115489,-0.14480727029539375,0.4370345585046043,-0.6644864706287935,0.605286138317366,0.2321781714529419,-0.9996421644642448,1.550919837279916,0.39936975130432906,-0.8177906715834471,1
GU-438-439,-0.2931306645288638,-0.4411706321900557,-0.1823262292975551,-0.41784007322019723,-1.3049690476031954,1.0823295934088248,-1.5213555603445221,0.605286138317366,0.1918774064335397,-1.043026360791761,-0.5747542892299051,-1.0528370715051563,-0.4624925302877532,1
GU-534-535,-0.4632354216067447,-0.42546907421192576,-0.18476649936688141,-0.543808062003655,-0.14480727029539375,-0.7605400107771015,0.47800564899217723,0.605286138317366,2.233782834083234,-1.2901399531479518,2.363743370400348,0.2980874646448326,0.660974599419672,0
GU-795-796,0.616794782062336,-0.4290780613050739,-0.1847635976223407,0.2707849321293747,0.628633914576474,-0.5163743218944237,-0.8821040172232644,0.605286138317366,0.5187613893686883,1.095912040245633,-0.6374597055510683,-0.10446744428729506,-0.16358449504284706,1
GU-915-916,2.0424346509055216,-0.43752766325518483,-0.18451850801085098,1.4422872278155368,-1.6916896400391292,1.739251565878887,-0.48313851513340156,0.605286138317366,0.37994764319074875,-1.0591692178800516,-0.7045487743982739,-0.1267150465505434,-0.8452781400183762,0
AU-1121-1122,-1.4352626049089163,-0.4404693672270112,-0.18390618402642492,-1.2912181287855076,1.4020750994483417,-0.8768093864355198,0.14251193132570153,0.605286138317366,-0.5156249127959597,-0.8834270023038862,0.5673918634891629,2.948161611659203,-0.7936651855514623,1
