id2,target_file,y_pred,reliability_score,decision_score,entropy
AU-387-388,16.fasta,1,0.9062965400363862,2.8860694600461376,0.4487121439306072
GU-1282-1283,2.fasta,1,0.904819720265502,2.863848047103816,0.4535285306344333
GU-578-579,9.fasta,1,0.9046551791803168,2.861391501043629,0.4540628808181334
GU-487-488,18.fasta,1,0.90098333550276,2.807540415780125,0.4658707210332746
AU-1005-1006,11.fasta,1,0.8973258391190645,2.7556503494570235,0.4774156149437554
GU-1560-1561,3.fasta,1,0.8967160264621743,2.7471597524311986,0.4793199334113231
AU-13-14,18.fasta,1,0.8960073146607144,2.7373480867184528,0.4815258173670242
AU-231-232,20.fasta,1,0.8959063004381985,2.73595445930977,0.4818395924590915
AU-486-487,17.fasta,1,0.8911117638134719,2.67115007335129,0.4965534086871145
AU-212-213,1.fasta,1,0.8866937249276621,2.6136304973459143,0.5098088330499397
AU-342-343,7.fasta,1,0.8845589049742528,2.5865401696228747,0.5161128785095707
GU-971-972,20.fasta,1,0.8838539682351556,2.577691028841188,0.5181803383837824
AU-226-227,19.fasta,1,0.8801207743219058,2.5315948931162344,0.5290136035608154
AU-1606-1607,9.fasta,1,0.8794252420275286,2.523145115035769,0.531010735853905
AU-902-903,10.fasta,1,0.8787603846989506,2.5151074566647305,0.5329136354990989
AU-745-746,18.fasta,1,0.8776264367221582,2.5014865598061204,0.5361453323943486
AU-54-55,14.fasta,1,0.8729749068607521,2.446729356242977,0.5492226757204632
GU-141-142,2.fasta,1,0.871994028660795,2.4354033838731084,0.5519440829937536
GU-305-306,10.fasta,1,0.8700133616177452,2.412757942377635,0.5574015396021378
AU-552-553,13.fasta,1,0.8689945218716272,2.4012239730264886,0.560189278645384
AU-930-931,11.fasta,1,0.8685174733183266,2.395849737810232,0.5614900470848759
AU-772-773,5.fasta,1,0.8668649116057884,2.377360134481374,0.5659739126083095
AU-479-480,10.fasta,1,0.8664852303198781,2.373139674416624,0.5669992590534113
GU-1698-1699,3.fasta,1,0.8653392100828204,2.360462224680889,0.570083253725363
GU-156-157,2.fasta,1,0.865109931674382,2.357936898709481,0.570698297023109
GU-613-614,7.fasta,1,0.8646821568739725,2.353234989094355,0.5718440736075042
AU-1838-1839,2.fasta,1,0.8644098252250302,2.350248190973984,0.5725723265242342
AU-235-236,2.fasta,1,0.8634994568334863,2.340300405848877,0.5750001610899456
AU-1183-1184,8.fasta,1,0.8623896500630196,2.3282488104897228,0.5779461565305862
GU-1609-1610,2.fasta,1,0.8621973161078955,2.3261685593050325,0.5784551841632111
AU-259-260,3.fasta,1,0.8615024246029841,2.3186730515232084,0.5802905324031687
GU-1140-1141,3.fasta,1,0.8609932099463532,2.3132004298452906,0.5816317624316198
AU-632-633,10.fasta,1,0.8565006653655042,2.265633059620661,0.5933303937608623
AU-191-192,10.fasta,1,0.8561059130448492,2.261513146457488,0.5943469185941977
GU-300-301,13.fasta,1,0.8554115802287405,2.254289383935567,0.5961304663300462
GU-618-619,5.fasta,1,0.85508869875729,2.2509399884809422,0.5969579420465994
GU-297-298,1.fasta,1,0.8542253886894111,2.24201484775658,0.5991644646079235
GU-1200-1201,7.fasta,1,0.8541915603199909,2.241666015217499,0.59925074999898
GU-767-768,12.fasta,1,0.8534402478276201,2.2339358558944338,0.6011636969499984
AU-399-400,17.fasta,1,0.8532304276956761,2.231782912407584,0.6016967642160614
GU-470-471,9.fasta,1,0.8518199958489302,2.217376372185897,0.6052669614302908
AU-531-532,11.fasta,1,0.8513160187741314,2.2122560951866737,0.6065371451034504
AU-462-463,4.fasta,1,0.8508479031927619,2.207512978374248,0.6077143528637963
AU-1295-1296,9.fasta,1,0.8502203091726538,2.201173190472854,0.6092887062266569
AU-666-667,13.fasta,1,0.850126335244527,2.200225775695382,0.6095240604039676
GU-932-933,2.fasta,1,0.8486059759903002,2.184965514506056,0.6133178837051271
GU-1155-1156,8.fasta,1,0.8463787754290997,2.162836006391514,0.6188287160453931
GU-311-312,4.fasta,1,0.845398993110238,2.1531839268081585,0.6212355509084858
AU-1756-1757,2.fasta,1,0.8449231456760841,2.1485142364413914,0.6224006436575293
AU-1034-1035,8.fasta,1,0.8447659281213309,2.1469739622686954,0.6227850360909376
GU-78-79,20.fasta,1,0.844091816740952,2.140384005331736,0.6244301392984466
GU-709-710,4.fasta,1,0.8429884743693186,2.129647838758334,0.6271119972892135
GU-405-406,3.fasta,1,0.8420796982960863,2.120850838436789,0.6293109604104588
AU-325-326,19.fasta,1,0.8412996685345636,2.1133327792790304,0.6311912491144146
AU-460-461,7.fasta,1,0.8407303115925523,2.1078640826007704,0.6325595513528425
AU-394-395,20.fasta,1,0.8394829648975016,2.09593826153498,0.6355450331933963
GU-1346-1347,9.fasta,1,0.8388679029463368,2.090085186182556,0.6370110244329945
GU-663-664,7.fasta,1,0.8388404846267373,2.08982468636622,0.6370762814985392
AU-1550-1551,10.fasta,1,0.8379377773641472,2.0812679740523863,0.6392202993431881
AU-320-321,11.fasta,1,0.837151832084611,2.073849192239983,0.6410799447799299
GU-797-798,9.fasta,1,0.8359676327257809,2.0627252423965263,0.6438695728250835
GU-844-845,10.fasta,1,0.8358048770222328,2.0612014072284,0.6442518225988362
