E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
-0.7737441051615984,-0.3507391534295924,-0.18482198131582378,0.09233028135280559,-0.1448072702953942,0.21030927597069293,2.0081290234845497,0.6052861383173661,1.6650942610316735,0.015620503471724775,-1.1219554377842063,-0.6148747477332027,-0.49198770509477874
0.08217983124614746,-0.4224980883790356,-0.18482198131582378,0.759960621905134,-1.691689640039127,-0.32452985205803153,2.0081290234845497,-1.9509920644369116,0.3709919176308815,1.8286052284477934,-1.1219554377842063,-1.0228091258611696,0.31512139224495417
0.20638330466809196,-0.4371002823036311,-0.18482198131582378,-0.05043343926844773,-0.5315278627313273,-0.28383557057758496,2.0081290234845497,-1.9509920644369116,-1.4694096849218035,-1.2445183064531253,-1.1219554377842063,-0.7292798020126419,-0.5907649672906667
-0.6819415378497266,-0.44095482227180843,-0.18482198131582378,-0.7411579110977426,1.0153545070124055,-1.434902389595927,2.0081290234845497,0.6052861383173661,0.6262300960870919,-1.1089473594747086,-1.1219554377842063,-0.7292798020126419,1.4405319767713414
-0.13112613397849573,-0.4237473838700574,-0.18482198131582378,0.35896252427779207,-0.9182484551672606,-0.23732782031421754,2.0081290234845497,0.6052861383173661,0.39338123153054955,-0.9942874070355366,-1.1219554377842063,0.27373706687327587,0.3283782463988596
0.778799312612705,-0.3992564671561957,-0.18482198131582378,0.23719346845378206,0.241913322140539,0.7916561542627848,2.0081290234845497,-0.6728529630597727,1.0874499624202472,-1.1962617424825048,-1.1219554377842063,-0.37923616208652494,0.7011534729893268
0.19288292712222824,-0.4304721796581943,-0.18482198131582378,0.12172281206894521,0.241913322140539,1.5474070960425041,2.0081290234845497,0.6052861383173661,2.0367568717661584,-0.6958786017220358,-1.1219554377842063,0.5922209822814509,0.46610193662322935
0.4628904780394989,-0.4397777761435385,-0.18482198131582378,-0.056731838707620136,-0.1448072702953942,0.3905268082412412,2.0081290234845497,0.6052861383173661,-0.7305623262327698,-0.9882429351613381,-1.1219554377842063,-1.083244070428162,-0.8492628410504443
-0.8385459173817438,-0.4298949083568934,-0.18482198131582378,0.11332494615004818,-0.1448072702953942,-1.4872236086422153,2.0081290234845497,-1.9509920644369116,0.715787351685764,-1.2960385100803944,-1.1219554377842063,-0.9156039866744002,3.149524305587354
-0.058224095230832905,3.373304333718795,-0.18482198131582378,1.899970920395431,-0.1448072702953942,-1.6209333906493966,2.0081290234845497,-1.9509920644369116,1.7815186933099463,-1.1531269658907213,-1.1219554377842063,2.9733328431566663,-0.2881931794527596
