E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
-0.7737441051615984,-0.3507391534295924,-0.17290596518691242,0.09233028135280559,-3.23857200978286,0.21030927597069293,2.0081290234845497,0.6052861383173661,3.6532653353221662,0.015620503471724775,-1.1219554377842063,-0.6148747477332027,-0.49198770509477874
0.08217983124614746,-0.4224980883790356,-0.12695355088208746,0.759960621905134,-3.23857200978286,-0.32452985205803153,2.0081290234845497,-1.9509920644369116,3.6532653353221662,1.8286052284477934,-1.1219554377842063,-1.0228091258611696,0.31512139224495417
0.20638330466809196,-0.4371002823036311,-0.1846601461668205,-0.05043343926844773,-3.23857200978286,-0.28383557057758496,2.0081290234845497,-1.9509920644369116,3.6532653353221662,-1.2445183064531253,-1.1219554377842063,-0.7292798020126419,-0.5907649672906667
-0.6819415378497266,-0.44095482227180843,-0.1835355317469227,-0.7411579110977426,-3.23857200978286,-1.434902389595927,2.0081290234845497,0.6052861383173661,3.6532653353221662,-1.1089473594747086,-1.1219554377842063,-0.7292798020126419,1.4405319767713414
-0.13112613397849573,-0.4237473838700574,-0.17558699614869477,0.35896252427779207,-3.23857200978286,-0.23732782031421754,2.0081290234845497,0.6052861383173661,3.6532653353221662,-0.9942874070355366,-1.1219554377842063,0.27373706687327587,0.3283782463988596
0.778799312612705,-0.3992564671561957,-0.1848172596094531,0.23719346845378206,-3.23857200978286,0.7916561542627848,2.0081290234845497,-0.6728529630597727,3.6532653353221662,-1.1962617424825048,-1.1219554377842063,-0.37923616208652494,0.7011534729893268
0.19288292712222824,-0.4304721796581943,-0.1845384502940321,0.12172281206894521,-3.23857200978286,1.5474070960425041,2.0081290234845497,0.6052861383173661,3.6532653353221662,-0.6958786017220358,-1.1219554377842063,0.5922209822814509,0.46610193662322935
0.4628904780394989,-0.4397777761435385,-0.18474404399642924,-0.056731838707620136,-3.23857200978286,0.3905268082412412,2.0081290234845497,0.6052861383173661,3.6532653353221662,-0.9882429351613381,-1.1219554377842063,-1.083244070428162,-0.8492628410504443
-0.8385459173817438,-0.4298949083568934,-0.01887102074992542,0.11332494615004818,-3.23857200978286,-1.4872236086422153,2.0081290234845497,-1.9509920644369116,3.6532653353221662,-1.2960385100803944,-1.1219554377842063,-0.9156039866744002,3.149524305587354
-0.058224095230832905,3.373304333718795,6.909177043698353,1.899970920395431,-3.23857200978286,-1.6209333906493966,2.0081290234845497,-1.9509920644369116,3.6532653353221662,-1.1531269658907213,-1.1219554377842063,2.9733328431566663,-0.2881931794527596
0.10378043531952956,-0.3914305085846744,-0.18476157942133065,0.04824148527859504,-3.23857200978286,0.29169783893158563,2.0081290234845497,-1.9509920644369116,3.6532653353221662,0.48548105061702845,-1.1219554377842063,1.7068113299215393,-0.13516621868825984
0.8625016533970588,3.7115819607825165,-0.11506009904954773,2.055331439895029,-3.23857200978286,0.30332477649742773,2.0081290234845497,0.6052861383173661,3.6532653353221662,1.082456636846333,-1.1219554377842063,-0.22112424746216264,0.46658316042901626
0.10108035981035644,0.5894423302112726,-0.15742299227938042,1.1756549848905455,-3.23857200978286,-1.434902389595927,2.0081290234845497,0.6052861383173661,3.6532653353221662,0.011667449787012006,-1.1219554377842063,-0.05210469891252772,0.6215270623041707
