Y,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
0,1.28238156282789,-0.129059968893732,-0.238488897644742,-0.673566073807479,-2.11492034178087,1.84684828637366,-1.81316565589233,0.635500482728951,-0.770324167467958,1.11055037138373,-0.827033591860255,-0.883620110784729,-0.0257679546392124
0,-0.526805775889468,-0.128877589800169,-0.238461115368799,-0.591342028265197,-0.0417006176348404,-1.05701437759032,0.410042620349797,0.635500482728951,2.11574656167727,-0.875052694792157,2.91852649072758,-0.431980166522218,0.177360827885449
0,0.908603977784421,-0.129058923424006,-0.23844252102592,-0.104849758806693,0.303836003056165,1.22808128881872,0.0452304514683666,0.635500482728951,-1.64775848750615,-0.675543755743938,-0.635865762645063,-0.888802040227088,0.219755209265372
0,1.33169943863224,-0.1290600574244,-0.238378323467507,-0.656436064319503,-0.0417006176348404,1.19008682405657,-0.302414085936291,-0.627132839505216,-0.112248427439315,-0.808747113652083,-0.918808751344632,-0.8966934289593,-0.614550909929369
0,-0.0414140508677371,-0.129045549345747,-0.238484054000312,-0.699261088039442,-0.387237238325845,0.327069695887839,-0.890405464015773,0.635500482728951,0.283457246303398,1.06476919891782,-0.243810002984197,-0.911334306073686,-0.651868651117269
0,0.493295549958341,0.116507134366339,-0.203326222612766,1.52764014539737,-0.73277385901685,0.229369643642322,-0.220867836421618,0.635500482728951,-0.873551734531275,2.70393336085303,0.269970305821709,-0.498532215742683,-0.195493038543891
0,2.31546127704527,-0.128816478059071,-0.23848908050229,-0.0191997113668154,-1.42384710039886,1.36920358650669,1.85856152620254,-1.88976616173938,-2.03056071536595,-0.0815334170207914,-0.43734730485612,0.0707938030429505,-0.722772936972849
0,-0.913561749302505,-0.129059387831566,-0.148959196644531,-0.598194032060387,0.994909244438175,-0.378541792552008,-1.35393151388865,0.635500482728951,-0.15095876508806,-0.139546428861252,1.05650710771155,-0.739776811135276,-0.295566052245411
0,-0.360682404759036,-0.100684058015732,-0.238478097205599,-0.067163737933147,0.303836003056165,-0.400252915273234,1.26413228631926,-1.2584495006223,0.752282446715961,-0.45879796456815,1.40310386363116,-0.022420060092881,0.437637122795528
0,1.70547702367571,-0.128913755539311,-0.238336117525575,1.03086987024608,-2.11492034178087,1.32578134106424,-0.499841847919183,0.635500482728951,0.223241165516463,-0.628928338214709,-0.48493529127232,3.3771697738783,-0.802553468871448
0,-0.0284356624981719,-0.128158743496906,-0.237758754709603,0.227472425260032,0.303836003056165,0.560464265141019,-0.353916980366611,0.635500482728951,-0.271390926661928,3.4433004842473,-0.538668632768886,-0.629426466211828,-0.408813277108165
0,0.687971375501816,-0.128527820730873,-0.238487038125871,0.0544593294314791,-0.73277385901685,0.245652985683241,0.658973276763008,-0.627132839505216,-0.968177004339316,-0.694519651747533,-0.694888913133787,0.134261684485011,-0.369216187558641
0,1.94687504734962,-0.128217969053058,-0.238489080545705,-0.332678884996767,-0.387237238325845,-0.0040249256108584,-0.212284020683232,-0.627132839505216,-1.12301835493429,-0.291946751774422,-0.568797778874568,2.22980026449528,1.6295289219382
0,2.19606010404527,-0.128518699089572,-0.23848904352398,0.647157657715431,-0.73277385901685,0.679875440107762,0.819919821857757,-0.627132839505216,-0.0563334952800188,2.58359200338025,-0.915810766436841,-0.683773737978201,-0.056915408840419
0,-2.15689135510683,-0.12739838869432,-0.178942883225244,-0.671853072858681,1.68598248582018,-1.31212006956473,-0.688685794163688,0.635500482728951,1.3759489977235,0.0826763204234341,-0.884063622616417,-0.378733344610532,-0.262263884624273
