id2,Y,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
GU-763-764,0,1.19931987726268,-0.129060055645018,-0.229146483747996,-0.0226257132644104,-0.0417006176348403,0.489903116297034,-0.41829559840451,0.635500482728951,-1.98065960783247,-0.737867745120064,-0.729175787341396,-0.899070418355524,-0.906114216782934
GU-534-535,0,-0.526805775889468,-0.128877589800169,-0.238461115368799,-0.591342028265197,-0.0417006176348403,-1.05701437759032,0.410042620349797,0.635500482728951,2.10909350924332,-0.875052694792157,2.91852649072758,-0.431980166522218,0.177360827885449
AU-114-115,0,0.908603977784421,-0.129058923424006,-0.23844252102592,-0.104849758806693,0.303836003056165,1.22808128881872,0.0452304514683665,0.635500482728951,-1.66175367457261,-0.675543755743938,-0.635865762645063,-0.888802040227088,0.219755209265372
GU-45-46,0,1.33169943863224,-0.1290600574244,-0.238378323467507,-0.656436064319503,-0.0417006176348403,1.19008682405657,-0.302414085936291,-0.627132839505216,-0.123248023575711,-0.808747113652083,-0.918808751344632,-0.8966934289593,-0.614550909929369
AU-545-546,0,-0.895392005585114,-0.128903465724155,-0.238487972710288,-1.17547535180516,1.34044586512918,0.430197528813663,-0.602847636779822,1.89813380496312,-0.399058560449106,0.564744911668648,-0.611332475614764,-0.103199100861748,-0.439745485591821
AU-226-227,0,2.0818502863931,-0.128173929461056,-0.238489080552425,-0.491987973234939,-1.42384710039886,1.22808128881872,0.710476171193328,-0.627132839505216,0.36803949523002,-0.450571240741016,-0.471811358987937,-0.51377101342124,3.36501227391003
AU-632-633,0,-0.672163725628596,-0.129043992155496,-0.238488923583645,-1.45469450645916,1.68598248582018,-0.606508581124882,-1.4483534870109,0.635500482728951,-0.881726999977543,0.847116998434613,1.00464050848418,-0.710216645703178,-0.412213888696145
AU-576-577,0,-0.14783683549817,-0.124682971971845,-0.237806744739235,0.301131466058326,1.68598248582018,-1.76262586603017,0.204031042628519,0.635500482728951,-1.51953886649726,0.779097798113781,-0.305585618889126,1.79069924071914,2.04022136101707
AU-193-194,0,-1.08487647578076,-0.119815383599119,-0.23060643913911,0.0047823019163503,-0.387237238325845,0.327069695887839,-1.04062223943754,0.635500482728951,1.58332967332841,-0.115167235080845,0.2678076166074,2.55552493927525,-0.626511081093749
GU-915-916,0,1.70547702367571,-0.128913755539311,-0.238336117525575,1.03086987024608,-2.11492034178087,1.32578134106424,-0.499841847919183,0.635500482728951,0.212896068238736,-0.628928338214709,-0.48493529127232,3.3771697738783,-0.802553468871448
AU-963-964,0,0.334959211849648,0.719900746739317,-0.231490432612891,1.38546106664717,-0.0417006176348403,-0.356830669830782,0.0581061750759461,0.635500482728951,-0.756750350456787,-0.491851256486507,-0.8512637847473,1.83254728127138,1.11026870892111
GU-352-353,0,0.687971375501816,-0.128527820730873,-0.238487038125871,0.0544593294314791,-0.73277385901685,0.245652985683241,0.658973276763008,-0.627132839505216,-0.980846411666419,-0.694519651747533,-0.694888913133787,0.134261684485011,-0.369216187558641
AU-469-470,0,-0.659185337259031,-0.0930630184583783,-0.237623491337915,0.200064410079271,0.64937262374717,0.332497476568146,-1.0663736866527,0.635500482728951,-0.480939813583393,-0.114855256732886,-0.564859187397028,0.0962805050391209,-0.157737946937856
AU-96-97,0,2.19606010404527,-0.128518699089572,-0.23848904352398,0.647157657715431,-0.73277385901685,0.679875440107762,0.819919821857757,-0.627132839505216,-0.0672240082733034,2.58359200338025,-0.915810766436841,-0.683773737978201,-0.056915408840419
AU-71-72,0,-2.15689135510683,-0.12739838869432,-0.178942883225244,-0.671853072858681,1.68598248582018,-1.31212006956473,-0.688685794163688,0.635500482728951,1.36785269139607,0.082676320423434,-0.884063622616417,-0.378733344610532,-0.262263884624273
AU-912-913,0,0.0676044114366089,-0.0615584321019175,-0.237165333290571,0.785910734568032,-0.73277385901685,0.413914186772743,-0.250911191505971,0.635500482728951,-0.666250018045203,0.499628562069233,0.347280048049733,-0.637982123611618,-0.627789604556093
AU-1347-1348,0,-1.00960182323729,-0.129056859973784,-0.238137365880651,-1.06241728918452,0.64937262374717,-0.698780852690092,0.152528148198199,0.635500482728951,-0.0025809136936022,-0.697565158858806,-0.67286323380571,1.42663312572008,-0.801266777804308
AU-263-264,0,1.68211592461049,0.0428088897129217,-0.238489079416151,0.537525596992388,-1.07831047970786,1.52118144555527,0.302744923619964,-1.2584495006223,-0.261153292012409,-0.754230063414863,1.36548665980235,1.82405155858755,1.51510483998661
AU-655-656,0,0.368703021610517,-0.127916673723394,-0.235286142933458,0.662574666254609,0.303836003056165,-0.677069729968866,-0.160781126252912,0.635500482728951,0.0060381655836919,0.803520994482053,0.73826222796068,1.91966467458291,-0.142043510760848
AU-204-205,0,0.493295549958341,-0.127991807398298,-0.238455935819839,0.277149452775161,-0.73277385901685,1.38548692854761,0.405750712480604,-0.627132839505216,-0.287010529844288,-0.251338963563736,0.572884886751937,0.117870052332223,0.381581632708799
GU-423-424,0,0.615292400632252,-0.126841864987245,-0.238221092796825,0.642018654869038,-0.0417006176348403,0.52789758105918,-1.05778987091431,0.635500482728951,-0.144795721768946,-0.254999098822299,-0.6192998367982,0.992278875520922,0.0092507637357306
AU-211-212,0,-1.92068468678075,-0.128595469450926,-0.238435741431705,-1.35191444953131,0.303836003056165,-0.454530722076299,0.234074397712872,-0.627132839505216,0.945517806808686,1.98870385703179,-0.865922952839099,0.0976371921164507,-0.472578805622737
GU-148-149,0,-0.768203799563377,-0.129033760763831,-0.238488952538823,-1.48895452543511,-0.0417006176348403,0.109958468675578,1.49160340338651,-1.2584495006223,-1.1359898386577,-0.630106595509955,-0.547699514682639,-0.565562297919252,0.81738381592423
AU-462-463,0,0.231132104893128,-0.128877589800169,-0.238207077013614,0.141822377820154,-0.0417006176348403,0.468191993575808,-0.0363157980463063,0.635500482728951,-0.110319404659771,-0.785223990218578,-0.604555431750831,0.174711559035199,1.57799223817339
AU-492-493,0,-0.698120502367726,-0.128009807989599,-0.238050422561617,-0.250454839454485,0.994909244438175,0.0393973198315937,0.345664002311898,0.635500482728951,0.807612538371991,1.21668901357151,0.425258626844239,0.119331135804373,-0.215880914360837
AU-114-115,0,0.908603977784421,-0.129058923424006,-0.23844252102592,-0.104849758806693,0.303836003056165,1.22808128881872,0.0452304514683665,0.635500482728951,-1.66175367457261,-0.675543755743938,-0.635865762645063,-0.888802040227088,0.219755209265372
AU-296-297,0,0.358320310914865,-0.128927936406321,3.7209640125684,1.1559189395083,-0.0417006176348403,0.462764212895502,0.607470382332689,0.635500482728951,-0.261153292012408,1.17339794755285,0.989765071470951,-0.807792786765429,-0.688640787279819
