id2,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
AU-147-148,0.8717862484069551,-0.3436290017472965,-0.2264521371851962,0.9765474816807801,0.08921144646965676,-0.34125747913951554,-0.30464201336934954,0.5205788052326362,0.20848822805166853,-0.8743562780074438,1.15789325109016,0.1969149091850694,-0.5983801535882849
AU-182-183,-0.24464942514632979,-0.1619895160022288,0.6815108991226367,0.8253018084876111,1.0045984624191786,-0.09128131494709854,-0.7650645543883627,0.5205788052326362,0.20848822805166853,-0.6213289109268122,-0.10192625534630359,0.7241340307339065,0.6396455248227454
AU-188-189,0.2620620276883278,-0.34680708824996165,0.08879922342366925,0.6168778929897076,-0.8261755694798651,-0.16905167714029523,-1.0702283315753827,0.5205788052326362,0.20848822805166853,0.7345670613581541,-0.6780967080193249,1.7974898053462847,-0.8193618647029912
AU-194-195,-0.12493188409198758,-0.3492719760593264,-0.3118189245604896,0.024806416221326472,-1.283869077454626,0.003154124858925586,-0.5294995334018907,0.5205788052326362,0.20848822805166853,1.8522235606390953,0.261618051348311,-0.8802703083409913,-0.9878382346368315
AU-198-199,0.6908178723945771,-0.3499208506844054,-0.37114664228893285,0.31991992489092475,-0.8261755694798651,-0.2079368582368931,-0.047661990475016916,0.5205788052326362,0.20848822805166853,-0.884921716855026,1.6491233432291181,-0.9711577487189237,-0.5883098512727211
AU-200-201,0.8021830268637328,-0.3499324949504514,-0.2615582185647052,0.570766407260083,-0.36848206150510415,2.014073490140146,-0.2029207543070097,0.5205788052326362,0.20848822805166853,-0.9360560250916042,-0.10396229293029602,-0.9711577487189237,0.38885177650427816
AU-207-208,1.9715171487898664,-0.34956464284049527,0.13004052964879428,1.5796857150242718,-0.8261755694798651,1.2697000234338378,-0.5187920324479605,0.5205788052326362,0.20848822805166853,-1.0306946722615877,-0.9742049406828446,-0.26230967635440744,-0.2431671870431993
AU-238-239,1.3534405414860526,0.1903033005071271,0.3820228952086157,1.9670221951531186,0.5469049544444177,0.6142069706626112,-0.647282043895127,0.5205788052326362,0.20848822805166853,2.512918246746012,-0.08487381554092135,1.6556050709428247,-0.03316056425059482
AU-248-249,1.0137768203551283,-0.2731456292696432,0.4077917742735675,1.524351932148722,0.08921144646965676,0.3420107029864238,-0.6633432953260224,0.5205788052326362,0.20848822805166853,-0.2046667519811179,1.5101227528052807,-0.7677415738350499,0.5852472415425373
AU-272-273,1.8323107057034218,-0.3342986933233801,-0.39712328476695774,1.2107938291872742,-3.1146431093536697,2.441810482202726,-0.81324830868105,0.5205788052326362,0.20848822805166853,0.3098699991068559,-0.6908847877944698,-0.06533627352927324,0.1356987608417246
