id2,E_1,ED1_1,ED2_1,Pu1_1,Pu2_1,E_hybrid_1,P_E_1,seedNumber_1,seedEbest_1,E_2,ED1_2,ED2_2,Pu1_2,Pu2_2,E_hybrid_2,P_E_2,seedNumber_2,seedEbest_2,E_3,ED1_3,ED2_3,Pu1_3,Pu2_3,E_hybrid_3,P_E_3,seedNumber_3,seedEbest_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
AC-11-12,0.7978764782520528,-0.9535158056548096,0.8129130335723175,0.02079931268352725,-0.45405163480885924,0.6914036881812468,0.31865694814111384,-0.6503352388852407,1.14892737057213,2.4425151875415745,-1.4415903464981492,0.7439049607025073,2.023123558397479,-0.36063183339543115,2.398065357375348,0.6134963207441406,-1.575829111270398,1.7842608122815475,0.6133702292391536,-0.27401759859380187,-0.27401759859380187,-0.6427010615269357,-0.6427010615269357,-0.8281633204943657,-0.2109381737811203,-1.7312381279454048,0.6987617324152728,2.493406545736347,-0.3426739321391699,-0.9038816464262066,-0.39172383274283323,0.05384403160590533,1
AC-110-111,0.0522003629742691,-0.5738876014453888,0.6013459838032031,-0.21159497130710544,-0.4519263041773985,0.00906758935319701,-0.21474931885183063,0.5372334582095464,-1.2666860897008536,0.2998125943986789,-0.7460283194988093,0.5125604922350874,-0.2188068556446987,-0.35823848127673386,0.38580146160539924,-0.3596903499687261,0.37078332029891714,-0.9794585856642428,0.006235741702061405,-0.2740263456098338,-0.2740263456098338,-0.5770570883175589,-0.5770570883175589,-0.29428096063857523,-0.23789975342061256,0.6143103034644983,0.9091200667692462,0.34293515935716296,-0.004708040150798631,-0.5945753252771084,-0.42045834139932625,1.9907474977300295,1
AC-13-14,0.4760248216577958,-0.8912816738171998,-0.027637137132001416,-0.034596534898351676,-0.4285797380990846,0.7866133763898115,-0.21077373749861394,-0.2544790065203117,0.08441974401115417,2.240448929924924,-1.394592912241437,-0.1752203599653502,1.6538878667244807,-0.331947723236215,2.4593525826272247,-0.33975355286995973,-1.3325025573242335,0.566350569118996,0.08956792626597611,-0.2740232764814015,-0.2740232764814015,-0.6259860551299435,-0.6259860551299435,-0.5739336253249417,-0.2176458770692835,0.6143103034644983,-0.20878422436901165,2.493406545736347,0.04626570254068532,-0.9038816464262066,-0.37238874893121865,-0.3266711271487344,1
AC-16-17,0.01714721225608287,-0.5801110146291496,-1.8402521310998181,-0.20934629498981167,4.349263500480397,1.1119131444357422,-0.1248774709973887,-0.6503352388852407,-0.24312106416145374,1.9523544636199972,-1.1596057409578762,-2.1572797249429745,0.48911015587368073,5.048420426823395,2.668750602237803,0.05416625688546097,-1.575829111270398,0.1916089558382108,-1.4758866837561342,-0.27403589827207914,-0.27403589827207914,3.180962851676797,3.180962851676797,-0.29428096063857523,-0.2189142260124652,0.6143103034644983,-1.8195280417080069,2.493406545736347,-0.5400534698282802,0.23005614423242676,0.07229223953037496,-0.30233085221902595,1
AC-164-165,0.759636677468577,0.9632954549435779,0.04097920333365732,-0.3465633211287586,-0.43354326726633374,0.20213167933167617,-0.2117932476948548,-1.0461914712501696,-0.3086292257959754,0.7179497017440245,1.392354939181594,-0.10018972154348424,-0.44201200101944044,-0.3375371938215453,0.13384286890323976,3.5425560322766416,-0.8458494494319048,0.1166606331820537,-0.2616177086819497,-0.27402822545099853,-0.27402822545099853,-0.49530838262438387,-0.49530838262438387,-0.27733231429394695,-0.2538865621989968,-0.9493886508087704,0.6386593511712806,0.3095347674540213,0.6239537481867977,1.2571253239858393,-0.5137587396809358,-1.0184149652559022,0
AC-197-198,-1.2575128138597869,-1.1713352670864448,-1.662993251563533,0.3035701784136797,2.4496011115417575,0.22328938782246793,-0.21158386823443565,0.9330896905744754,-1.7416202615511351,-0.9425947915413196,-1.2113029186402597,-1.9634505756864877,0.6710723178808476,2.909195152377092,0.17129617322383084,-0.3559616662017735,1.3440895360835745,-1.5228339249213814,-1.3270792113205725,-0.2740349775335495,-0.2740349775335495,1.9471379294684084,1.9471379294684084,-0.2900437990524182,-0.24052696391412484,0.6143103034644983,-1.5310366117368432,-0.19660963292435313,-0.6133533751143567,0.015684248603318282,0.7928649762549482,0.4567844197802694,0
AC-26-27,0.09044016375774551,-0.8850582606334387,0.6985524661295529,-0.03965768713811315,-0.45306135088184296,0.1280796996139031,-0.21486937126155922,0.9330896905744754,-1.0701616047972886,-0.8245560865969398,-0.6567331944110564,0.618853896666064,-0.2780578764902549,-0.35951666660690784,-0.6322474467452178,-0.3617423323565256,1.1007629821374103,-0.7546136176957715,-1.7854062264221031,-0.2740261537893068,-0.2740261537893068,-0.5823020474104726,-0.5823020474104726,-1.590852406002638,5.478437395079306,0.6143103034644983,-0.4011118443497871,-1.1318206062123135,0.002553172369908161,0.13186760562518482,0.3145790395797589,0.748592717604431,0
AC-267-268,-0.9898342083754542,-0.12580185221459694,-0.5079515203916121,-0.3063208416291372,-0.3470061371092906,-0.5330986907233539,-0.21240332305673404,0.9330896905744754,0.7067472795391091,-0.870571174965088,1.4722505774180046,-0.7004348289184115,-0.4420454912309033,-0.2400870273667439,-1.083389521515976,-0.34788054251054124,1.1007629821374103,0.15413479451013226,-0.14257173073350068,-0.27402849399973633,-0.27402849399973633,-0.4773792408265387,-0.4773792408265387,-0.1629289514677059,-0.25228070596939994,0.6143103034644983,-0.8879411324261254,-0.3199341568744135,-0.10930142576309029,-0.42357671122589,-0.7149186463690345,-0.8243765094690318,0
AC-288-289,-0.5883163001489553,0.9508486285760562,-1.3084754924909632,-0.3464809107288867,0.6061510847361624,-0.28714032951789437,-0.21185287580343437,0.5372334582095464,0.7804439613779461,-0.5184557161479545,1.0586731559589373,-1.5757922771735138,-0.4417112933700073,0.8332710763497988,-0.3956106603560275,-0.3421149747621926,0.8574364281912459,0.1916089558382108,-0.9520843807829567,-0.2740325605949091,-0.2740325605949091,0.2880679454181964,0.2880679454181964,-0.2900437990524182,-0.2434185212447506,0.6143103034644983,-1.2725963723876763,-0.19147111109310025,-0.3658023337363683,-0.8736393336215489,-0.6518064369847292,1.8079031638098026,0
AC-30-31,1.0368752331487783,-0.8103773024283066,1.0988144521792287,-0.0943969763108821,-0.45548716166985764,0.6966931153039446,-0.1563442483932013,-1.0461914712501696,0.4529031532053379,-0.6004826128042184,-0.49224217451256363,1.087795386802726,-0.3491560101305119,-0.36234910891519057,-0.628842600897892,-0.3396389917657027,-0.6025228954857403,0.987934884059879,0.8157483917515177,-0.27403125621532537,-0.27403125621532537,-0.10729183846640902,-0.10729183846640902,0.8243296981068909,-0.227051997228431,-0.9493886508087704,0.17587101559253948,-1.6071338756031728,0.16360919631915175,0.1772812997032932,1.5991710318957975,-0.6522803435640506,1
AC-316-317,0.6704104756404657,0.3098370706486731,0.7786048633394884,-0.3353345925345991,-0.45378750048657635,0.06460657414152683,-0.13711600598579693,-1.0461914712501696,1.1898699715937062,0.5819050926555868,0.10462524054768045,0.7063896414915746,-0.43030565106034807,-0.3603343895857487,0.2649294340253091,-0.33941536932034594,-1.575829111270398,1.831103513941646,2.327632311696826,3.5623694628939377,3.5623694628939377,-0.6443662266902057,-0.6443662266902057,2.5615659484312885,-0.2790085786180675,-2.513087605082039,1.7806045948071352,0.20676433082897105,-0.7281685071993897,-0.904322547053019,-0.7769137249138985,-0.9002464543418977,0
AC-347-348,-0.24097144303238088,-0.8539411947146338,-0.2563582720175303,-0.06376772937993194,-0.4029470905818669,0.2814730861721472,-0.2170139687072949,0.5372334582095464,-0.09572770048378038,-0.39841635518756857,0.8236859846753765,-0.3627969560200149,-0.4411614180449421,-0.31213761222040626,-0.5386141859437402,0.29507041085001084,1.3440895360835745,0.36024268181456387,0.01814033949690636,-0.2740294914664768,-0.2740294914664768,-0.3897463584633639,-0.3897463584633639,0.061640612598618416,-0.23664242544255001,0.6143103034644983,0.08571744372655102,-0.3173648959587873,1.0344732527486487,0.9079692082076285,0.7813390081774779,0.05796041628345365,1
