Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,pumin1_4d,pumin5_8d,Y
-0.4318207441495187,-0.3757547545117126,-0.0709664303627364,0.6168752750775547,-1.3340123244488342,-0.1663982237805222,0.3856482137206445,1.044104468031176,-0.1071434728629823,1
-0.2519554023622865,0.4204871350358484,-0.2475421696163758,1.4515909938293612,-1.056331389094339,-0.6767227754462806,0.3856482137206445,0.0620591589013395,0.2234096838727982,1
-0.4349677890372891,-0.0992937874723685,-0.490872151758586,-0.2178404436742517,-1.1427210134268493,-1.0149611410852128,0.3856482137206445,0.376486426439766,-0.9204057842450784,1
-0.4374086013225695,-0.4506175070315886,-1.18210157005637,-0.6351983030501549,-0.9514297024048636,-0.4156264931986831,0.3856482137206445,-0.8913925505628137,-0.9667369146619322,1
-0.4380511381351913,-0.5026451911746952,-0.8375635422443902,-0.2178404436742517,-1.1859158255931035,0.1184340841259471,0.3856482137206445,-0.9283682791460728,-1.0524859089422651,0
-0.4380626686671328,-0.4065411758245221,-0.5447062186042079,0.1995174157016514,1.2823591553357376,-0.0536521019008783,0.3856482137206445,-1.0223818895901144,0.0267953481995762,0
-0.4376984095127258,-0.0631270556969905,0.6331831639779971,-0.2178404436742517,0.4554870367245758,-0.4037584803692471,0.3856482137206445,-0.1510606925301985,-0.4686874518460236,1
-0.2945875891837389,-0.5126148521566632,0.021628164611733,1.034233134453458,0.3567560374874221,0.6702966806947321,0.3856482137206445,-0.4802109218498122,-0.6592123658690675,1
2.85631661587938,4.432286788231658,1.5397488496582676,-0.6351983030501549,-1.1550623883314932,0.55161655240037,-2.0594409763638546,-0.9219632748076404,-0.8188620297020505,0
-0.0985519076029593,-0.3732766968362752,0.0603886927405813,1.034233134453458,-1.8214966331822804,-0.9259510448644416,0.3856482137206445,0.2977580581265991,-0.0857284959914221,0
-0.432432195113906,-0.5272439058019717,-0.7148218698363725,-1.4699140218019613,1.115750594123041,1.916438027785537,-2.0594409763638546,-0.5071039054378061,-1.096273184559189,1
-0.2519554023622865,-0.5207538140901699,-0.2044749161398778,1.034233134453458,-0.5626763929085712,-0.5521086407372001,0.3856482137206445,0.8742598049640127,1.357960869619175,0
