Pu1_1,Pu1_1_BoxCox
0.000158294,-0.2246131301062916
0.000259105,-0.05790594623312324
0.00473588,0.9985726260009773
2.13191e-07,-1.7164815944903415
4.98478e-05,-0.6004104480962844
4.50161e-05,-0.632460494603726
7.18394e-06,-1.1669893904932462
2.078e-06,-1.4537186947092808
0.00220453,0.7082922208705892
1.81388e-06,-1.4794671547678677
2.87126e-10,-1.7697293596581303
7.12229e-05,-0.48674565566210526
0.000363973,0.059184573313897156
0.000200808,-0.14459204623997388
4.81822e-05,-0.6111154853730175
0.000424117,0.11243312564815046
0.00162361,0.5946655806764255
0.00524419,1.037955806677156
0.00465609,0.9920246999314161
7.62696e-09,-1.7677194421924858
0.0301846,1.7397630164955853
0.00205966,0.682918633757329
0.000575865,0.21996694625305369
0.00788481,1.1971124786218574
2.20507e-05,-0.8508880819112605
0.00209496,0.6892555624507253
7.55965e-06,-1.1535573822370235
1.25861e-05,-1.0138974247383472
0.00037021,0.06508350473280129
0.000282081,-0.028794521737417766
1.02645e-05,-1.0708573367078063
0.000431386,0.11837155515049488
0.000135846,-0.2755959663505317
2.96906e-06,-1.380245188855739
0.000140542,-0.26429796314494325
0.000108921,-0.3485904256108951
3.48878e-05,-0.7117045167602913
0.0339972,1.7892675106103106
0.000851242,0.35937750409375824
9.11336e-06,-1.1034313172448234
0.000416972,0.10650022616512879
3.28774e-06,-1.3577786318773717
1.63806e-06,-1.4979275566262988
0.00086583,0.365489920631562
1.14646e-06,-1.5566132626408735
0.00775196,1.1904288105365672
0.0112659,1.3385273051945483
0.00154291,0.5758626235893214
4.46408e-06,-1.2868009145596748
0.000880668,0.37160660730346623
2.56944e-05,-0.8050207797110964
0.000659717,0.26820172640093615
0.0114589,1.3453094392017853
0.00788481,1.1971124786218574
0.0114589,1.3453094392017853
0.0010089,0.420693288339142
7.49662e-07,-1.6143036171002656
0.000116582,-0.3262118343780898
1.04404e-05,-1.0661636745006033
0.0211258,1.5926565759235065
0.00379721,0.9137932371039068
0.00176758,0.6260865520548364
1.19635e-07,-1.7386762540503327
0.00216738,0.7019415687053241
0.000682523,0.2803032923796657
1.81388e-06,-1.4794671547678677
0.00102619,0.42684851117591244
0.00162361,0.5946655806764255
7.00229e-05,-0.492208955582339
0.00248298,0.7528609375875148
1.19606e-05,-1.0282643761687174
7.95501e-06,-1.1400207539916543
0.000108921,-0.3485904256108951
4.06727e-09,-1.7686924550771193
0.000781906,0.32887896566861274
0.000166573,-0.2075378619808761
0.0363883,1.817661686568429
3.34408e-06,-1.353974267386068
0.0010089,0.420693288339142
0.0013468,0.525916042199102
0.000166573,-0.2075378619808761
0.000880668,0.37160660730346623
0.000150427,-0.24164724031350934
0.011076,1.3317443606429582
2.14984e-06,-1.4470821811733445
4.27789e-05,-0.6484109336943644
2.30104e-06,-1.4335766482454166
0.00261283,0.7720266940336163
0.0307019,1.746820814316442
7.75386e-05,-0.4593548726416489
0.000238,-0.08691015834096272
0.0511159,1.9607978019240946
2.18668e-06,-1.4437350954016228
3.20461e-05,-0.737827396412616
2.70448e-07,-1.7036954261189663
8.0219e-05,-0.4483643797930965
0.00176758,0.6260865520548364
0.00700057,1.1504224589562664
8.29921e-05,-0.43735435346598645
0.0017378,0.6197938538121749
4.17074e-06,-1.3030164261014185
0.000110788,-0.3430018320022303
9.18999e-05,-0.40420934857750473
0.000259105,-0.05790594623312324
0.0229991,1.6274911235067768
0.0101739,1.2979164812394701
9.03736e-07,-1.5905404138593449
0.00107986,0.4453404663467596
0.00665264,1.1304802818195447
0.0012371,0.4948395360022573
0.00228073,0.7210031372698761
0.0296761,1.7327111903907115
1.61046e-06,-1.5009322340858198
2.77396e-06,-1.3948706014784917
0.000477687,0.154087695373414
0.000605981,0.23802262052867945
0.000706117,0.2924216974198194
5.66301e-06,-1.2282086530508034
1.92527e-07,-1.7212388233231075
0.000222361,-0.11003504306140267
0.040294,1.8603986764185356
0.000991905,0.41454369030551724
0.000511284,0.17798402615770184
0.00115581,0.4700559348121578
0.000197424,-0.1503374184057838
0.000461726,0.14216531029800378
0.000194098,-0.15607672227830374
2.77396e-06,-1.3948706014784917
0.0259041,1.676459817589546
3.12434e-06,-1.3690899725376906
0.000547244,0.20194846926073629
0.00136988,0.532144049382418
3.17788e-06,-1.3653369988086457
2.54864e-08,-1.7628869780748555
0.000296833,-0.011276428819088287
0.00435013,0.9658760469320071
0.00348792,0.8813862103595632
0.00736669,1.1704051187832967
0.000323155,0.01800736482616834
4.27789e-05,-0.6484109336943644
2.4006e-05,-0.8254746162799401
0.00966824,1.2776724601399658
0.00176758,0.6260865520548364
0.000307095,0.00042508667645507953
0.00632201,1.1105793425332366
1.19606e-05,-1.0282643761687174
0.013814,1.4202453284314138
0.000138174,-0.26994933913470653
1.84497e-06,-1.4763184947319075
0.000204249,-0.13884396749607258
0.0133525,1.406581165826543
0.00149136,0.5633511683054966
9.50767e-05,-0.3931232675585627
0.000194098,-0.15607672227830374
0.000272656,-0.040451660780053876
0.0013018,0.5134729380547645
0.00688262,1.1437706981170244
0.00331457,0.8619947330498858
0.000403039,0.09464540948355606
9.67061e-05,-0.3875729736494732
0.00265761,0.7784247270163838
2.75083e-07,-1.7026847147171122
0.00320382,0.8490895842394958
0.0317632,1.7609501851748355
0.000461726,0.14216531029800378
0.000706117,0.2924216974198194
