id2,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
AC-67-68,-0.5676083731068815,-0.3486629876661896,-0.3955824915731548,-0.5764873576929791,-2.6569496013789085,1.6085566015613362,0.011229264771601202,0.5205788052326362,-36.49347056671508,-1.1498027791711432,-1.0789316408297578,2.240314556844661,-0.5370425530808665
AU-11-12,-0.5119257958723029,-0.1493639727020866,2.325806072157888,0.760745728466137,-0.3684820615051041,0.003154124858925586,-1.0488133296675222,0.5205788052326362,0.20848822805166858,0.9830876352304869,-0.11113001800830265,2.771858679895793,2.864891965196901
AU-17-18,0.6936020012563059,15.191701142025765,3.370435886258847,2.090600976908513,-0.3684820615051041,-0.752329393589268,-0.10655324572163458,-0.9079862881964589,-41.814707889491594,2.6368292110670284,1.5769006034781219,0.0589974275275189,2.0356773401368264
AU-19-20,0.5989416199575237,7.38548936145569,4.649018613511953,1.9817778705865987,-0.3684820615051041,-0.6745590313960712,0.2842705390968298,0.5205788052326362,-40.10170683352929,2.3028521499688708,2.3190978976396566,0.0589974275275189,3.445944611640918
AU-26-27,-1.1355706608995748,0.42220146323138,-0.39872247184141846,-0.47873100794617457,1.9199854783687,-1.080075919974881,2.2865732174818403,-2.336551381625554,-22.825908949994595,1.5853802183928354,-0.05403005082802696,0.9520223085823092,1.4494622258594176
AU-28-29,-1.2775612328477477,0.5436597274648524,-0.3989896993819517,-0.6447323565728239,1.9199854783687,-0.2634871169463194,1.7726131716931746,-0.9079862881964589,-24.39312268204521,2.8056037319990996,-0.05403005082802696,0.9520223085823092,2.2099040682377518
AU-46-47,2.642492204466529,-0.350285531063857,-0.3963675047502921,-0.2739960113066411,-1.7415625854293866,0.6753122552429799,0.626910569622607,-0.9079862881964589,-50.671287817126476,-1.1700022796712881,-0.7899912696164876,-1.116573441539618,-0.8588898394752015
AU-55-56,2.748289101212227,-0.3502855305827959,-0.38224198202235143,0.12994060368487081,-3.1146431093536693,1.6863269637545326,-0.31534951432328034,-0.9079862881964589,-39.00830190419166,-0.919123009926831,-1.205704651851285,-1.0988742542711956,-1.0834513828004333
AU-60-61,1.779412257330573,-0.32018468348977736,2.4156846041039954,2.066623004329108,-0.8261755694798649,1.0252788851123635,-0.8828470648815986,0.5205788052326362,-19.691481485893366,-1.163682434448358,-1.1522969526877795,-1.050607205025156,2.561635370430085
AU-68-69,1.1251419748242841,-0.350261648274747,-0.3907676194582637,0.16129641398101593,-1.7415625854293866,1.5918915239485085,0.31639304195862145,1.9491438986617313,-25.705208597250376,-0.9676294747726185,-1.1410793356599391,-0.7562304159904809,-0.9767540895307533
AU-70-71,0.43189388825379044,-0.3502685445199013,-0.35126785948978184,-0.13935047297613687,-1.2838690774546258,1.819647584657155,-0.9096158172664248,1.9491438986617313,-25.194952963559484,2.0404615839622045,-1.1410793356599391,-0.9619474118645142,-0.6727472756688411
AU-77-78,1.1028689439304529,-0.34994376703684793,-0.3390401145153861,0.6722116758652574,-0.8261755694798649,1.80853753291527,-2.087440922198784,3.3777089920908265,-44.365986057946095,-1.0211041962149903,-0.8526864535438244,-1.0385873572173896,-1.0267386722158383
UA-15-16,1.350656412624324,2.668293009510317,-0.31731094977222407,1.904310574560829,-1.2838690774546258,0.5031064532437591,-0.2189820057379052,1.9491438986617313,-20.89422690816476,2.56432520055898,0.8314044647648937,2.230256759122985,0.251898122001089
UA-18-19,0.8912751504390574,14.941509047616636,5.3487216702717335,2.2676690821102716,-0.8261755694798649,-0.7634394453311529,0.3324542933895174,-0.9079862881964589,-32.63010648305543,2.4174792497669055,1.6328886823059874,0.0589974275275189,3.445944611640918
UA-25-26,-0.6455639812352898,0.38550102182047186,-0.39767856292499976,-0.03052736665422263,1.4622919703939392,-0.8467648333952921,2.2865732174818403,-2.336551381625554,-23.081036766840047,0.5314845179411567,-0.05403005082802696,1.2206229517147829,1.32660554274119
UA-27-28,-0.9100562230995352,0.48748328493711235,-0.3986807328003268,-0.3108851998903407,1.4622919703939392,-0.5967886692028751,2.2865732174818403,-2.336551381625554,-23.29971775270757,2.8056037319990996,-0.05403005082802696,0.9520223085823092,2.2099040682377518
UA-36-37,0.5293383984143014,-0.3502767974984783,-0.3979088879819063,-0.5598872228303142,0.5469049544444176,0.13647474576154806,2.2865732174818403,-2.336551381625554,-48.52092478942911,1.7361286294374274,0.8208419799911391,-0.3564495679747313,-1.148842310702222
