Feature,Importance
E_diff_12,0.34362433716121754
pumin1_4d,0.17228680573652086
E_1,0.10001133248428272
pumin5_8d,0.09784569289082956
pumin1_4u,0.09046778511895291
seedNumber_1,0.0888326166216158
E_3,0.05750147155225509
E_hybrid_1,0.03312500061178984
Pu1_1,0.01587101112353958
seedNumber_3,0.00043394669899617333
